,Prix (€),Marque,Taille,Etat,Matière,Localisation,Option de paiement,Vues,Date d'ajout,Département,Libellé du département,Nbvoix,%popent,%popvot
838,5.0,Benson & Cherry,W26 | FR 36,Très bon état,,Saint-Jacques-de-la-Lande,Carte bancaire,0,"12/29/2023, 8:41:01 PM",35,Ille-et-Vilaine,140256.0,18.080000000000002,34.95
839,7.0,Zara,W32 | FR 42,Neuf avec étiquette,,Mulhouse,Carte bancaire,34,"12/29/2023, 6:48:16 PM",68,Haut-Rhin,49170.0,9.22,21.470000000000002
840,5.0,Teddy Smith,W32 | FR 42,Très bon état,,Nice,Carte bancaire,20,"12/29/2023, 3:54:30 PM",6,Alpes-Maritimes,75832.0,9.68,21.81
841,5.0,Freeman T. Porter,W29 | FR 38,Très bon état,,Évry,Carte bancaire,5,"12/29/2023, 5:46:21 PM",89,Yonne,29042.0,12.16,24.93
842,8.0,Levi's,W31 | FR 40,Bon état,Coton,Marseillan,Carte bancaire,33,"12/29/2023, 11:18:14 AM",32,Gers,19195.0,13.0,23.75
843,5.0,Teddy Smith,S,Bon état,,Olivet,Carte bancaire,6,"12/27/2023, 8:55:42 PM",45,Loiret,55327.0,12.040000000000001,24.99
844,5.0,Jeanne Arthes,,Neuf avec étiquette,,Créhange,Carte bancaire,3,"12/29/2023, 4:43:08 PM",57,Moselle,65671.0,8.790000000000001,21.759999999999998
845,5.0,Springfield,W32 | FR 42,Bon état,,Sennely,Carte bancaire,0,"12/29/2023, 9:08:32 PM",45,Loiret,55327.0,12.040000000000001,24.99
846,5.0,John H,W24 | FR 34,Neuf sans étiquette,"Coton, Élasthanne",Villejuif,Carte bancaire,1,"12/29/2023, 11:46:27 AM",94,Val-de-Marne,150867.0,18.8,40.26
847,12.0,G-Star,W33 | FR 42,Très bon état,,Perpignan,Carte bancaire,76,"12/29/2023, 11:19:32 AM",66,Pyrénées-Orientales,40475.0,11.14,23.82
848,5.0,TERANCE KOLE,W36 | FR 46,Bon état,,Blainville-sur-l'Eau,Carte bancaire,6,"12/28/2023, 1:50:29 PM",54,Meurthe-et-Moselle,56808.0,11.5,25.669999999999998
849,8.0,Grain de Malice,W38 | FR 48,Neuf sans étiquette,,Les Ormes,Carte bancaire,2,"12/29/2023, 8:09:41 PM",86,Vienne,46410.0,15.120000000000001,30.36
850,6.0,L'Homme Moderne,W33 | FR 42,Neuf sans étiquette,Denim,Saint-André-de-Cubzac,Carte bancaire,4,"12/29/2023, 5:32:28 PM",33,Gironde,186435.0,16.01,32.239999999999995
851,5.0,Livergy,W32 | FR 42,Très bon état,,Bégadan,Carte bancaire,8,"12/29/2023, 1:21:40 PM",33,Gironde,186435.0,16.01,32.239999999999995
852,5.0,H&M,W32 | FR 42,Très bon état,Coton,Pressins,Carte bancaire,10,"12/29/2023, 10:38:06 AM",38,Isère,146859.0,16.5,33.94
853,6.0,Jack & Jones,W31 | FR 40,Bon état,Coton,Le Thor,Carte bancaire,16,"12/26/2023, 3:22:33 PM",84,Vaucluse,49879.0,12.06,26.27
854,8.0,Bonobo,W36 | FR 46,Très bon état,,Oudon,Carte bancaire,8,"12/28/2023, 3:33:33 PM",44,Loire-Atlantique,194496.0,18.33,36.57
855,5.0,Regular,W34 | FR 44,Bon état,,Jougne,Carte bancaire,1,"12/29/2023, 5:42:10 PM",25,Doubs,45814.0,12.379999999999999,25.94
856,5.0,Kaporal,W28 | FR 38,Très bon état,,Évry,Carte bancaire,1,"12/29/2023, 5:50:17 PM",89,Yonne,29042.0,12.16,24.93
857,6.0,Devred,W33 | FR 42,Très bon état,,Bussières,Carte bancaire,14,"12/28/2023, 10:50:59 AM",21,Côte-d'Or,46366.0,12.59,25.119999999999997
858,5.0,Frilivin,W31 | FR 40,Très bon état,,Falleron,Carte bancaire,2,"12/29/2023, 4:56:53 PM",85,Vendée,64225.0,11.62,24.23
859,5.0,Bonobo,W26 | FR 36,Très bon état,,Sarlat-la-Canéda,Carte bancaire,0,"12/29/2023, 9:03:01 PM",24,Dordogne,43986.0,13.77,25.77
860,5.0,GovdenimM5888,W34 | FR 44,Très bon état,Coton,Segonzac,Carte bancaire,28,"12/27/2023, 4:55:37 PM",16,Charente,32282.0,12.49,25.59
861,5.0,districenter,M,Très bon état,,Saint-Jean-de-Maurienne,Carte bancaire,8,"12/28/2023, 5:26:51 PM",73,Savoie,44566.0,13.84,28.009999999999998
862,5.0,Kaporal,W32 | FR 42,Bon état,,Jougne,Carte bancaire,9,"12/29/2023, 5:30:38 PM",25,Doubs,45814.0,12.379999999999999,25.94
863,5.0,Bonobo,W26 | FR 36,Neuf sans étiquette,,Saint-Laurs,Carte bancaire,8,"12/28/2023, 10:16:46 AM",79,Deux-Sèvres,40743.0,14.860000000000001,30.64
864,5.0,Jules,W26 | FR 36,Très bon état,Coton,Saint-Aubin-lès-Elbeuf,Carte bancaire,1,"12/29/2023, 3:37:47 PM",76,Seine-Maritime,134442.0,15.23,31.92
865,5.0,Antony Morato,W27 | FR 36,Très bon état,,Châtenay-Malabry,Carte bancaire,5,"12/29/2023, 1:18:52 AM",92,Hauts-de-Seine,165750.0,16.51,31.63
866,5.0,Le Temps des Cerises,W27 | FR 36,Très bon état,,Sarlat-la-Canéda,Carte bancaire,0,"12/29/2023, 9:12:12 PM",24,Dordogne,43986.0,13.77,25.77
867,7.0,Donovan,W26 | FR 36,Très bon état,,Paris,Carte bancaire,1,"12/29/2023, 7:53:07 PM",75,Paris,298944.0,21.94,40.16
868,5.0,Celio,W33 | FR 42,Très bon état,,Sorgues,Carte bancaire,15,"12/26/2023, 4:57:37 PM",84,Vaucluse,49879.0,12.06,26.27
869,5.0,Shein,L,Bon état,,Le Tréport,Carte bancaire,1,"12/29/2023, 8:29:17 PM",76,Seine-Maritime,134442.0,15.23,31.92
870,10.0,Levi's,W32 | FR 42,Bon état,Coton,Sète,Carte bancaire,49,"12/29/2023, 2:24:14 PM",34,Hérault,119495.0,14.02,29.759999999999998
871,6.0,Bonobo,W36 | FR 46,Très bon état,,Saint-Offenge-Dessous,Carte bancaire,18,"12/29/2023, 5:13:08 PM",,,,,
872,9.0,Zara,W32 | FR 42,Très bon état,,Saint-Georges-les-Bains,Carte bancaire,83,"12/29/2023, 11:07:47 AM",7,Ardèche,24851.0,9.68,18.490000000000002
873,5.0,Shein,W23 | FR 32,Neuf avec étiquette,Coton,Fondettes,Carte bancaire,4,"12/28/2023, 9:11:26 AM",37,Indre-et-Loire,70126.0,15.86,31.799999999999997
874,10.0,Diesel,W33 | FR 42,Très bon état,,Bormes-les-Mimosas,Carte bancaire,12,"12/29/2023, 6:14:13 PM",83,Var,78110.0,9.469999999999999,20.830000000000002
875,12.0,Devred,W31 | FR 40,Très bon état,,Seiches-sur-le-Loir,Carte bancaire,0,"12/29/2023, 9:20:08 PM",49,Maine-et-Loire,80283.0,13.57,28.49
876,5.0,Frilivin,W31 | FR 40,Très bon état,,Falleron,Carte bancaire,1,"12/29/2023, 4:51:19 PM",85,Vendée,64225.0,11.62,24.23
877,15.0,Alixpress,W36 | FR 46,Neuf avec étiquette,"Coton, Polyester",Saint-André-de-Sangonis,Carte bancaire,1,"12/29/2023, 8:14:39 PM",34,Hérault,119495.0,14.02,29.759999999999998
878,5.0,SMOG,W36 | FR 46,Bon état,,Le Mans,Carte bancaire,6,"12/28/2023, 8:43:05 PM",72,Sarthe,46201.0,11.209999999999999,25.23
879,5.0,Ross Carra,W26 | FR 36,Bon état,,Blainville-sur-l'Eau,Carte bancaire,4,"12/28/2023, 1:46:54 PM",54,Meurthe-et-Moselle,56808.0,11.5,25.669999999999998
880,5.0,GAS,W25 | FR 34,Très bon état,,Quimper,Carte bancaire,4,"12/28/2023, 4:30:33 PM",29,Finistère,118179.0,16.59,32.06
881,5.0,H&M,W23 | FR 32,Très bon état,,Paris,Carte bancaire,12,"12/27/2023, 12:27:55 PM",75,Paris,298944.0,21.94,40.16
882,10.0,Diesel,W30 | FR 40,Bon état,,Rives-du-Loir-en-Anjou,Carte bancaire,58,"12/29/2023, 4:16:31 PM",,,,,
883,5.0,Jules,W28 | FR 38,Très bon état,Coton,Lomme,Carte bancaire,3,"12/28/2023, 1:50:22 PM",,,,,
884,5.0,,W23 | FR 32,Neuf sans étiquette,,Lumbres,Carte bancaire,7,"12/29/2023, 10:27:59 AM",62,Pas-de-Calais,111504.0,10.17,22.5
885,10.0,Tommy Jeans,L,Bon état,,Rodilhan,Carte bancaire,29,"12/29/2023, 12:22:40 PM",30,Gard,73880.0,13.25,28.74
886,5.0,BZB,W23 | FR 32,Bon état,,Vannes,Carte bancaire,0,"12/29/2023, 7:15:06 PM",56,Morbihan,82148.0,13.440000000000001,26.09
887,5.0,Brave Soul,W30 | FR 40,Neuf avec étiquette,,Châteauneuf-les-Martigues,Carte bancaire,14,"12/29/2023, 11:31:01 AM",13,Bouches-du-Rhône,188860.0,13.299999999999999,30.729999999999997
888,5.0,G-Star,W25 | FR 34,Bon état,,Naintré,Carte bancaire,14,"12/29/2023, 4:42:45 PM",86,Vienne,46410.0,15.120000000000001,30.36
889,5.0,Kaporal,W28 | FR 38,Très bon état,,Évry,Carte bancaire,1,"12/29/2023, 5:50:17 PM",89,Yonne,29042.0,12.16,24.93
890,5.0,Pull & Bear,W26 | FR 36,Très bon état,,Cabriès,Carte bancaire,204,"12/28/2023, 6:55:30 PM",13,Bouches-du-Rhône,188860.0,13.299999999999999,30.729999999999997
891,5.0,Bershka,M,Très bon état,,Ozoir-la-Ferrière,Carte bancaire,22,"12/29/2023, 1:56:57 PM",77,Seine-et-Marne,126188.0,13.95,32.19
892,5.0,Lee,W32 | FR 42,Très bon état,Coton,Aveizieux,Carte bancaire,48,"12/29/2023, 11:58:58 AM",42,Loire,60447.0,11.71,24.85
893,6.0,,W34 | FR 44,Très bon état,,Lamonzie-Saint-Martin,Carte bancaire,23,"12/28/2023, 5:49:40 PM",24,Dordogne,43986.0,13.77,25.77
894,5.0,Levi's,W29 | FR 38,Bon état,,Surtainville,Carte bancaire,24,"12/29/2023, 2:52:14 PM",50,Manche,48914.0,12.72,25.990000000000002
895,5.0,Bonobo,W30 | FR 40,Neuf sans étiquette,,Saint-Laure,Carte bancaire,18,"12/29/2023, 11:53:09 AM",63,Puy-de-Dôme,92396.0,19.66,39.02
896,5.0,Jules,W30 | FR 40,Très bon état,,Harnes,Carte bancaire,15,"12/29/2023, 8:41:06 AM",62,Pas-de-Calais,111504.0,10.17,22.5
897,5.0,Bizzbee,W29 | FR 38,Neuf sans étiquette,,Sarlat-la-Canéda,Carte bancaire,0,"12/29/2023, 9:19:11 PM",24,Dordogne,43986.0,13.77,25.77
898,5.0,Bonobo,W26 | FR 36,Très bon état,,Sarlat-la-Canéda,Carte bancaire,0,"12/29/2023, 9:08:58 PM",24,Dordogne,43986.0,13.77,25.77
899,6.0,Diesel,W32 | FR 42,Très bon état,,Mantes-la-Ville,Carte bancaire,19,"12/29/2023, 6:45:32 PM",78,Yvelines,142866.0,14.81,29.020000000000003
900,7.0,Zara,W32 | FR 42,Neuf avec étiquette,,Mulhouse,Carte bancaire,34,"12/29/2023, 6:48:16 PM",68,Haut-Rhin,49170.0,9.22,21.470000000000002
901,5.0,Leeyo Jeans,W28 | FR 38,Très bon état,,Buigny-Saint-Maclou,Carte bancaire,9,"12/29/2023, 12:51:07 PM",80,Somme,52514.0,12.78,26.61
902,5.0,C&A,W34 | FR 44,Très bon état,Coton,Baume-les-Dames,Carte bancaire,8,"12/27/2023, 11:51:26 AM",25,Doubs,45814.0,12.379999999999999,25.94
903,5.0,Pull & Bear,W30 | FR 40,Très bon état,,Paris,Carte bancaire,34,"12/29/2023, 3:32:51 PM",75,Paris,298944.0,21.94,40.16
904,5.0,Jack & Jones,W30 | FR 40,Très bon état,Coton,Nantua,Carte bancaire,35,"12/29/2023, 8:53:50 AM",1,Ain,51895.0,11.78,25.04
905,5.0,Celio,W33 | FR 42,Très bon état,,Saint-Jacques-de-la-Lande,Carte bancaire,2,"12/29/2023, 9:01:47 PM",35,Ille-et-Vilaine,140256.0,18.080000000000002,34.95
906,5.0,Bonobo,W28 | FR 38,Très bon état,,Sarlat-la-Canéda,Carte bancaire,0,"12/29/2023, 9:06:12 PM",24,Dordogne,43986.0,13.77,25.77
907,9.0,The Rockn Rev,W32 | FR 42,Neuf sans étiquette,,Esternay,Carte bancaire,2,"12/29/2023, 1:53:56 PM",51,Marne,37475.0,9.8,21.94
908,5.0,Bonobo,W27 | FR 36,Très bon état,,Sarlat-la-Canéda,Carte bancaire,0,"12/29/2023, 9:24:32 PM",24,Dordogne,43986.0,13.77,25.77
909,5.0,Urban Rags,W30 | FR 40,Très bon état,"Coton, Polyes",Broye-Aubigney-Montseugny,Carte bancaire,20,"12/27/2023, 9:47:41 AM",70,Haute-Saône,19043.0,10.69,21.29
910,5.0,ICON,W23 | FR 32,Très bon état,,Quimper,Carte bancaire,74,"12/28/2023, 4:13:03 PM",29,Finistère,118179.0,16.59,32.06
911,7.0,Levi's,W30 | FR 40,Très bon état,,Neuville-de-Poitou,Carte bancaire,29,"12/29/2023, 2:14:08 PM",86,Vienne,46410.0,15.120000000000001,30.36
912,5.0,Celio,W33 | FR 42,Très bon état,,Saint-Jacques-de-la-Lande,Carte bancaire,0,"12/29/2023, 9:08:26 PM",35,Ille-et-Vilaine,140256.0,18.080000000000002,34.95
913,6.0,Pionier,W36 | FR 46,Très bon état,,Saint-Loubès,Carte bancaire,55,"12/29/2023, 3:50:17 PM",33,Gironde,186435.0,16.01,32.239999999999995
914,5.0,Celio,W38 | FR 48,Très bon état,,Thoiry,Carte bancaire,69,"12/25/2023, 10:46:04 AM",1,Ain,51895.0,11.78,25.04
915,5.0,districenter,M,Très bon état,,Saint-Jean-de-Maurienne,Carte bancaire,8,"12/28/2023, 5:26:51 PM",73,Savoie,44566.0,13.84,28.009999999999998
916,8.0,Levi's,W31 | FR 40,Bon état,Coton,Marseillan,Carte bancaire,33,"12/29/2023, 11:18:14 AM",32,Gers,19195.0,13.0,23.75
917,5.0,Teddy Smith,S,Bon état,,Olivet,Carte bancaire,6,"12/27/2023, 8:55:42 PM",45,Loiret,55327.0,12.040000000000001,24.99
918,5.0,Springfield,W32 | FR 42,Bon état,,Sennely,Carte bancaire,0,"12/29/2023, 9:08:32 PM",45,Loiret,55327.0,12.040000000000001,24.99
919,5.0,Bonobo,W26 | FR 36,Neuf sans étiquette,,Saint-Laurs,Carte bancaire,8,"12/28/2023, 10:16:46 AM",79,Deux-Sèvres,40743.0,14.860000000000001,30.64
920,5.0,ICON,W26 | FR 36,Très bon état,,Socourt,Carte bancaire,26,"12/28/2023, 10:08:36 AM",88,Vosges,25787.0,9.260000000000002,19.18
921,6.0,Jack & Jones,W31 | FR 40,Bon état,Coton,Le Thor,Carte bancaire,16,"12/26/2023, 3:22:33 PM",84,Vaucluse,49879.0,12.06,26.27
922,12.0,G-Star,W33 | FR 42,Très bon état,,Perpignan,Carte bancaire,76,"12/29/2023, 11:19:32 AM",66,Pyrénées-Orientales,40475.0,11.14,23.82
923,5.0,Bonobo,W26 | FR 36,Très bon état,,Sarlat-la-Canéda,Carte bancaire,0,"12/29/2023, 9:03:01 PM",24,Dordogne,43986.0,13.77,25.77
924,5.0,Frilivin,W31 | FR 40,Très bon état,,Falleron,Carte bancaire,2,"12/29/2023, 4:56:53 PM",85,Vendée,64225.0,11.62,24.23
925,5.0,H&M,W32 | FR 42,Très bon état,Coton,Pressins,Carte bancaire,10,"12/29/2023, 10:38:06 AM",38,Isère,146859.0,16.5,33.94
926,5.0,Jo Cassidy,5XL,Neuf avec étiquette,Coton,Armbouts-Cappel,Carte bancaire,12,"12/27/2023, 3:33:14 PM",59,Nord,232470.0,12.77,29.29
927,5.0,Teddy Smith,W32 | FR 42,Très bon état,,Nice,Carte bancaire,20,"12/29/2023, 3:54:30 PM",6,Alpes-Maritimes,75832.0,9.68,21.81
928,5.0,John H,M,Neuf sans étiquette,,Grandpuits-Bailly-Carrois,Carte bancaire,24,"12/28/2023, 11:00:47 AM",77,Seine-et-Marne,126188.0,13.95,32.19
929,9.0,Bonobo,W26 | FR 36,Très bon état,,La Flèche,Carte bancaire,1,"12/29/2023, 6:47:24 PM",72,Sarthe,46201.0,11.209999999999999,25.23
930,6.0,Devred,W33 | FR 42,Très bon état,,Bussières,Carte bancaire,14,"12/28/2023, 10:50:59 AM",21,Côte-d'Or,46366.0,12.59,25.119999999999997
931,5.0,TERANCE KOLE,W36 | FR 46,Bon état,,Blainville-sur-l'Eau,Carte bancaire,6,"12/28/2023, 1:50:29 PM",54,Meurthe-et-Moselle,56808.0,11.5,25.669999999999998
932,5.0,Le Temps des Cerises,W27 | FR 36,Très bon état,,Sarlat-la-Canéda,Carte bancaire,0,"12/29/2023, 9:12:12 PM",24,Dordogne,43986.0,13.77,25.77
933,6.0,L'Homme Moderne,W33 | FR 42,Neuf sans étiquette,Denim,Saint-André-de-Cubzac,Carte bancaire,4,"12/29/2023, 5:32:28 PM",33,Gironde,186435.0,16.01,32.239999999999995
934,5.0,Jeanne Arthes,,Neuf avec étiquette,,Créhange,Carte bancaire,3,"12/29/2023, 4:43:08 PM",57,Moselle,65671.0,8.790000000000001,21.759999999999998
935,5.0,GovdenimM5888,W34 | FR 44,Très bon état,Coton,Segonzac,Carte bancaire,28,"12/27/2023, 4:55:37 PM",16,Charente,32282.0,12.49,25.59
936,5.0,John H,W24 | FR 34,Neuf sans étiquette,"Coton, Élasthanne",Villejuif,Carte bancaire,1,"12/29/2023, 11:46:27 AM",94,Val-de-Marne,150867.0,18.8,40.26
937,5.0,Antony Morato,W27 | FR 36,Très bon état,,Châtenay-Malabry,Carte bancaire,5,"12/29/2023, 1:18:52 AM",92,Hauts-de-Seine,165750.0,16.51,31.63
938,5.0,Bonobo,W30 | FR 40,Très bon état,Coton,Saint-Mihiel,Carte bancaire,21,"12/27/2023, 6:34:12 PM",55,Meuse,12362.0,9.15,19.79
939,5.0,Denim Co,W28 | FR 38,Neuf sans étiquette,,Bretteville-sur-Odon,Carte bancaire,3,"12/28/2023, 8:26:30 PM",14,Calvados,75199.0,14.61,29.09
940,9.0,Zara,W32 | FR 42,Très bon état,,Saint-Georges-les-Bains,Carte bancaire,84,"12/29/2023, 11:07:47 AM",7,Ardèche,24851.0,9.68,18.490000000000002
941,12.0,Devred,W31 | FR 40,Très bon état,,Seiches-sur-le-Loir,Carte bancaire,0,"12/29/2023, 9:20:08 PM",49,Maine-et-Loire,80283.0,13.57,28.49
942,5.0,Casual by Gémo,W38 | FR 48,Neuf sans étiquette,,Fougueyrolles,Carte bancaire,2,"12/29/2023, 11:09:58 AM",24,Dordogne,43986.0,13.77,25.77
943,5.0,Kaporal,W32 | FR 42,Bon état,,Jougne,Carte bancaire,9,"12/29/2023, 5:30:38 PM",25,Doubs,45814.0,12.379999999999999,25.94
944,10.0,Tommy Jeans,L,Bon état,,Rodilhan,Carte bancaire,29,"12/29/2023, 12:22:40 PM",30,Gard,73880.0,13.25,28.74
945,5.0,Pepe Jeans,M,Bon état,,Saint-Romain-au-Mont-d’Or,Carte bancaire,41,"12/29/2023, 12:56:37 PM",,,,,
946,5.0,Livergy,W32 | FR 42,Très bon état,,Bégadan,Carte bancaire,8,"12/29/2023, 1:21:40 PM",33,Gironde,186435.0,16.01,32.239999999999995
947,8.0,Zara,W34 | FR 44,Neuf sans étiquette,,Rety,Carte bancaire,35,"12/27/2023, 5:48:17 PM",62,Pas-de-Calais,111504.0,10.17,22.5
948,5.0,Ross Carra,W26 | FR 36,Bon état,,Blainville-sur-l'Eau,Carte bancaire,4,"12/28/2023, 1:46:54 PM",54,Meurthe-et-Moselle,56808.0,11.5,25.669999999999998
949,5.0,H&M,W23 | FR 32,Très bon état,,Paris,Carte bancaire,12,"12/27/2023, 12:27:55 PM",75,Paris,298944.0,21.94,40.16
950,9.0,AARHON,W30 | FR 40,Neuf sans étiquette,,Esternay,Carte bancaire,5,"12/29/2023, 1:50:51 PM",51,Marne,37475.0,9.8,21.94
951,5.0,SMOG,W36 | FR 46,Bon état,,Le Mans,Carte bancaire,6,"12/28/2023, 8:43:05 PM",72,Sarthe,46201.0,11.209999999999999,25.23
952,5.0,Celio,W33 | FR 42,Très bon état,,Sorgues,Carte bancaire,15,"12/26/2023, 4:57:37 PM",84,Vaucluse,49879.0,12.06,26.27
953,5.0,Jules,W26 | FR 36,Très bon état,Coton,Saint-Aubin-lès-Elbeuf,Carte bancaire,1,"12/29/2023, 3:37:47 PM",76,Seine-Maritime,134442.0,15.23,31.92
954,5.0,Frilivin,W31 | FR 40,Très bon état,,Falleron,Carte bancaire,1,"12/29/2023, 4:51:19 PM",85,Vendée,64225.0,11.62,24.23
955,5.0,Freeman T. Porter,W29 | FR 38,Très bon état,,Évry,Carte bancaire,5,"12/29/2023, 5:46:21 PM",89,Yonne,29042.0,12.16,24.93
956,5.0,Celio,W33 | FR 42,Bon état,,Thorigné-Fouillard,Carte bancaire,4,"12/28/2023, 9:53:43 AM",35,Ille-et-Vilaine,140256.0,18.080000000000002,34.95
957,10.0,Levi's,W32 | FR 42,Bon état,Coton,Sète,Carte bancaire,49,"12/29/2023, 2:24:14 PM",34,Hérault,119495.0,14.02,29.759999999999998
958,5.0,,W23 | FR 32,Neuf sans étiquette,,Lumbres,Carte bancaire,7,"12/29/2023, 10:27:59 AM",62,Pas-de-Calais,111504.0,10.17,22.5
959,8.0,,W23 | FR 32,Très bon état,,Hombleux,Carte bancaire,1,"12/29/2023, 12:40:10 PM",80,Somme,52514.0,12.78,26.61
960,5.0,Brave Soul,W30 | FR 40,Neuf avec étiquette,,Châteauneuf-les-Martigues,Carte bancaire,14,"12/29/2023, 11:31:01 AM",13,Bouches-du-Rhône,188860.0,13.299999999999999,30.729999999999997
961,5.0,G-Star,W25 | FR 34,Bon état,,Naintré,Carte bancaire,14,"12/29/2023, 4:42:45 PM",86,Vienne,46410.0,15.120000000000001,30.36
962,5.0,Kaporal,W28 | FR 38,Très bon état,,Évry,Carte bancaire,1,"12/29/2023, 5:50:17 PM",89,Yonne,29042.0,12.16,24.93
963,5.0,Pull & Bear,W26 | FR 36,Très bon état,,Cabriès,Carte bancaire,204,"12/28/2023, 6:55:30 PM",13,Bouches-du-Rhône,188860.0,13.299999999999999,30.729999999999997
964,5.0,Bershka,M,Très bon état,,Ozoir-la-Ferrière,Carte bancaire,22,"12/29/2023, 1:56:57 PM",77,Seine-et-Marne,126188.0,13.95,32.19
965,5.0,Lee,W32 | FR 42,Très bon état,Coton,Aveizieux,Carte bancaire,48,"12/29/2023, 11:58:58 AM",42,Loire,60447.0,11.71,24.85
966,6.0,,W34 | FR 44,Très bon état,,Lamonzie-Saint-Martin,Carte bancaire,23,"12/28/2023, 5:49:40 PM",24,Dordogne,43986.0,13.77,25.77
967,5.0,Levi's,W29 | FR 38,Bon état,,Surtainville,Carte bancaire,24,"12/29/2023, 2:52:14 PM",50,Manche,48914.0,12.72,25.990000000000002
968,5.0,Bonobo,W30 | FR 40,Neuf sans étiquette,,Saint-Laure,Carte bancaire,18,"12/29/2023, 11:53:09 AM",63,Puy-de-Dôme,92396.0,19.66,39.02
969,7.0,Zara,W32 | FR 42,Neuf avec étiquette,,Mulhouse,Carte bancaire,34,"12/29/2023, 6:48:16 PM",68,Haut-Rhin,49170.0,9.22,21.470000000000002
970,5.0,Jules,W30 | FR 40,Très bon état,,Harnes,Carte bancaire,16,"12/29/2023, 8:41:06 AM",62,Pas-de-Calais,111504.0,10.17,22.5
971,5.0,Bizzbee,W29 | FR 38,Neuf sans étiquette,,Sarlat-la-Canéda,Carte bancaire,0,"12/29/2023, 9:19:11 PM",24,Dordogne,43986.0,13.77,25.77
972,5.0,Bonobo,W26 | FR 36,Très bon état,,Sarlat-la-Canéda,Carte bancaire,0,"12/29/2023, 9:08:58 PM",24,Dordogne,43986.0,13.77,25.77
973,6.0,Diesel,W32 | FR 42,Très bon état,,Mantes-la-Ville,Carte bancaire,20,"12/29/2023, 6:45:32 PM",78,Yvelines,142866.0,14.81,29.020000000000003
974,6.0,Nike,M,Bon état,,Saint-Jean-de-Védas,Carte bancaire,25,"12/29/2023, 7:22:10 PM",34,Hérault,119495.0,14.02,29.759999999999998
975,5.0,Leeyo Jeans,W28 | FR 38,Très bon état,,Buigny-Saint-Maclou,Carte bancaire,9,"12/29/2023, 12:51:07 PM",80,Somme,52514.0,12.78,26.61
976,5.0,C&A,W34 | FR 44,Très bon état,Coton,Baume-les-Dames,Carte bancaire,8,"12/27/2023, 11:51:26 AM",25,Doubs,45814.0,12.379999999999999,25.94
977,5.0,Pull & Bear,W30 | FR 40,Très bon état,,Paris,Carte bancaire,35,"12/29/2023, 3:32:51 PM",75,Paris,298944.0,21.94,40.16
978,5.0,Celio,W33 | FR 42,Très bon état,,Saint-Jacques-de-la-Lande,Carte bancaire,2,"12/29/2023, 9:01:47 PM",35,Ille-et-Vilaine,140256.0,18.080000000000002,34.95
979,5.0,Bonobo,W28 | FR 38,Très bon état,,Sarlat-la-Canéda,Carte bancaire,0,"12/29/2023, 9:06:12 PM",24,Dordogne,43986.0,13.77,25.77
980,9.0,The Rockn Rev,W32 | FR 42,Neuf sans étiquette,,Esternay,Carte bancaire,2,"12/29/2023, 1:53:56 PM",51,Marne,37475.0,9.8,21.94
981,5.0,Bonobo,W27 | FR 36,Très bon état,,Sarlat-la-Canéda,Carte bancaire,0,"12/29/2023, 9:24:32 PM",24,Dordogne,43986.0,13.77,25.77
982,5.0,Urban Rags,W30 | FR 40,Très bon état,"Coton, Polyes",Broye-Aubigney-Montseugny,Carte bancaire,20,"12/27/2023, 9:47:41 AM",70,Haute-Saône,19043.0,10.69,21.29
983,5.0,ICON,W23 | FR 32,Très bon état,,Quimper,Carte bancaire,74,"12/28/2023, 4:13:03 PM",29,Finistère,118179.0,16.59,32.06
984,7.0,Levi's,W30 | FR 40,Très bon état,,Neuville-de-Poitou,Carte bancaire,29,"12/29/2023, 2:14:08 PM",86,Vienne,46410.0,15.120000000000001,30.36
985,5.0,Celio,W33 | FR 42,Très bon état,,Saint-Jacques-de-la-Lande,Carte bancaire,0,"12/29/2023, 9:08:26 PM",35,Ille-et-Vilaine,140256.0,18.080000000000002,34.95
986,6.0,Pionier,W36 | FR 46,Très bon état,,Saint-Loubès,Carte bancaire,55,"12/29/2023, 3:50:17 PM",33,Gironde,186435.0,16.01,32.239999999999995
987,5.0,Jack & Jones,W30 | FR 40,Très bon état,Coton,Nantua,Carte bancaire,36,"12/29/2023, 8:53:50 AM",1,Ain,51895.0,11.78,25.04
988,5.0,Celio,W38 | FR 48,Très bon état,,Thoiry,Carte bancaire,69,"12/25/2023, 10:46:04 AM",1,Ain,51895.0,11.78,25.04
989,5.0,districenter,M,Très bon état,,Saint-Jean-de-Maurienne,Carte bancaire,8,"12/28/2023, 5:26:51 PM",73,Savoie,44566.0,13.84,28.009999999999998
990,8.0,Levi's,W31 | FR 40,Bon état,Coton,Marseillan,Carte bancaire,33,"12/29/2023, 11:18:14 AM",32,Gers,19195.0,13.0,23.75
991,5.0,Teddy Smith,S,Bon état,,Olivet,Carte bancaire,6,"12/27/2023, 8:55:42 PM",45,Loiret,55327.0,12.040000000000001,24.99
992,5.0,Springfield,W32 | FR 42,Bon état,,Sennely,Carte bancaire,0,"12/29/2023, 9:08:32 PM",45,Loiret,55327.0,12.040000000000001,24.99
993,5.0,Bonobo,W26 | FR 36,Neuf sans étiquette,,Saint-Laurs,Carte bancaire,8,"12/28/2023, 10:16:46 AM",79,Deux-Sèvres,40743.0,14.860000000000001,30.64
